Date,Equity,ΔEquity
2024-09-04,100002.29,-4.329999999987194
2024-09-05,99994.75,7.600000000005821
2024-09-07,99994.45,0.0
2024-09-08,99994.45,0.0
2024-09-09,100001.94,-7.490000000005239
2024-09-11,100003.45,-2.6299999999901047
2024-09-11,100004.22,-0.7700000000040745
